"id";"serial_num";"name";"zip_code";"city";"street";"adress";"size";"category";"grade";"age_class";"grade_1";"grade_2";"grade_3";"x_coord";"y_coord";"city_code"
12053;"-1";"-1";2660;"Hoboken";"Verenigde Natieslaan 236";236;8;"kndgrdn";-1;-1;-1;-1;-1;152946.885756579;212574.057894737;11002
12054;"-1";"-1";2275;"Wechelderzande";"Borgstraat 31";31;8;"kndgrdn";-1;-1;-1;-1;-1;182351.006;215774.983666667;13019
12055;"-1";"-1";3700;"Tongeren";"Luikersteenweg 143";143;8;"kndgrdn";-1;-1;-1;-1;-1;227636.1315;163850.988;73083
12056;"-1";"-1";3270;"Scherpenheuvel";"Afrikalaan 7";7;8;"kndgrdn";-1;-1;-1;-1;-1;192141.141428571;187678.698809524;24134
12057;"-1";"-1";8460;"Westkerke";"Oude Gistelseweg 16";16;8;"kndgrdn";-1;-1;-1;-1;-1;55105.9316;208749.4564;35014
12058;"-1";"-1";8470;"Gistel";"Torhoutse Baan 24";24;8;"kndgrdn";-1;-1;-1;-1;-1;51230.4488461538;205722.603461538;35005
12059;"-1";"-1";2110;"Wijnegem";"Veldstraat 58";58;8;"kndgrdn";-1;-1;-1;-1;-1;160418.273846154;213067.75;11050
12060;"-1";"-1";2170;"Merksem";"Rerum Novarumlaan 79";79;8;"kndgrdn";-1;-1;-1;-1;-1;152946.885756579;212574.057894737;11002
12061;"-1";"-1";9170;"Meerdonk";"Doelstraat 16";16;8;"kndgrdn";-1;-1;-1;-1;-1;132185.20075;213385.859;46020
12062;"-1";"-1";8800;"Roeselare";"Vierwegstraat 147";147;8;"kndgrdn";-1;-1;-1;-1;-1;30987.3375;186461.2235;38002
12063;"-1";"-1";8670;"Oostduinkerke";"Robert Buylestraat 19";19;8;"kndgrdn";-1;-1;-1;-1;-1;31009.3922580645;201883.673548387;38014
12064;"-1";"-1";8501;"Heule";"Izegemsestraat 360C";360;8;"kndgrdn";-1;-1;-1;-1;-1;71881.9708695652;167680.744608696;34022
12065;"-1";"-1";8800;"Roeselare";"De Gotelaar 52";52;8;"kndgrdn";-1;-1;-1;-1;-1;30987.3375;186461.2235;38002
12066;"-1";"-1";9700;"Oudenaarde";"Martijn Van Torhoutstraat 54";54;8;"kndgrdn";-1;-1;-1;-1;-1;96828.2442105263;171445.720175439;45035
12067;"-1";"-1";2920;"Kalmthout";"Van Geertenlaan 7";7;8;"kndgrdn";-1;-1;-1;-1;-1;157964.147714286;231275.115428571;11022
12068;"-1";"-1";8851;"Koolskamp";"Tieltsestraat 6";6;8;"kndgrdn";-1;-1;-1;-1;-1;68188.683076923;185908.502307692;37020
12069;"-1";"-1";2547;"Lint";"Twee Bunder 4";4;8;"kndgrdn";-1;-1;-1;-1;-1;159097.005555556;201935.016666667;11025
12070;"-1";"-1";9032;"Wondelgem";"Waalbrugstraat 2";2;8;"kndgrdn";-1;-1;-1;-1;-1;104006.249509804;194241.032941176;44021
12071;"-1";"-1";8820;"Torhout";"Driekoningenstraat 9";9;8;"kndgrdn";-1;-1;-1;-1;-1;60862.5853125;196301.6971875;31033
12072;"-1";"-1";9041;"Oostakker";"Meerhoutstraat 102";102;8;"kndgrdn";-1;-1;-1;-1;-1;104006.249509804;194241.032941176;44021
12073;"-1";"-1";8551;"Heestert";"Stijn Streuvelsstraat 14";14;8;"kndgrdn";-1;-1;-1;-1;-1;79503.5734210526;165200.375263158;34042
12074;"-1";"-1";8380;"Lissewege";"Zeebruggelaan 112";112;8;"kndgrdn";-1;-1;-1;-1;-1;69817.3656589147;213393.638217054;31005
12075;"-1";"-1";9520;"Sint-Lievens-Houtem";"Hauwerzele 58";58;8;"kndgrdn";-1;-1;-1;-1;-1;115525.773636364;180209.64030303;41063
12076;"-1";"-1";9250;"Waasmunster";"Dauwstraat 25";25;8;"kndgrdn";-1;-1;-1;-1;-1;129836.956666667;200796.357333333;42023
12077;"-1";"-1";3140;"Keerbergen";"Grensstraat 108";108;8;"kndgrdn";-1;-1;-1;-1;-1;170137.431;188507.632;24048
12078;"-1";"-1";3770;"Herderen";"De La Brassinnestraat 36";36;8;"kndgrdn";-1;-1;-1;-1;-1;236808.0125;166865.646590909;73066
12079;"-1";"-1";2850;"Boom";"'s Herenbaan 347";347;8;"kndgrdn";-1;-1;-1;-1;-1;150353.842105263;198159.661052632;11005
12080;"-1";"-1";2990;"Wuustwezel";"Wachelbergen 96";96;8;"kndgrdn";-1;-1;-1;-1;-1;165378.263055556;230651.645833333;11053
12081;"-1";"-1";3200;"Aarschot";"Vlaaikenslei 1 b";1;8;"kndgrdn";-1;-1;-1;-1;-1;184082.99775;186680.6595;24001
12082;"-1";"-1";2950;"Kapellen";"Mertensstraat 11";11;8;"kndgrdn";-1;-1;-1;-1;-1;154487.6576;224119.3344;11023
12083;"-1";"-1";3670;"Gruitrode";"J. Coenegrachtsstraat 5";5;8;"kndgrdn";-1;-1;-1;-1;-1;232826.943235294;198796.864411765;72040
12084;"-1";"-1";9220;"Moerzeke";"Hammestraat 36";36;8;"kndgrdn";-1;-1;-1;-1;-1;133538.7134375;197018.7715625;42008
12085;"-1";"-1";3620;"Lanaken";"Wijngaardstraat 6";6;8;"kndgrdn";-1;-1;-1;-1;-1;240392.66325;176838.1955;73042
12086;"-1";"-1";8750;"Zwevezele";"Kapelledreef 3";3;6;"kndgrdn";-1;-1;-1;-1;-1;72281.005;195019.082916667;37018
12087;"-1";"-1";9406;"Outer";"Kloosterstraat 25";25;8;"kndgrdn";-1;-1;-1;-1;-1;124595.141590909;168779.511477273;41048
12088;"-1";"-1";8970;"Poperinge";"Krombeekseweg 27";27;8;"kndgrdn";-1;-1;-1;-1;-1;32428.2594736842;173385.232368421;33021
12089;"-1";"-1";9630;"Munkzwalm";"Veldstraat 14";14;7;"kndgrdn";-1;-1;-1;-1;-1;104574.903125;174456.0271875;45065
12090;"-1";"-1";9890;"Gavere";"Baaigemstraat 377";377;8;"kndgrdn";-1;-1;-1;-1;-1;101317.628285714;180156.771714286;44020
12091;"-1";"-1";8970;"Poperinge";"Winnezelestraat 4";4;8;"kndgrdn";-1;-1;-1;-1;-1;32428.2594736842;173385.232368421;33021
12092;"-1";"-1";8760;"Meulebeke";"Vijverdamstraat 3";3;8;"kndgrdn";-1;-1;-1;-1;-1;74157.1352631579;183018.767368421;37007
12093;"-1";"-1";3660;"Opglabbeek";"Rittenweg 18";18;8;"kndgrdn";-1;-1;-1;-1;-1;234904.645333333;192892.14;71047
12094;"-1";"-1";8980;"Beselare";"Dadizelestraat 104";104;8;"kndgrdn";-1;-1;-1;-1;-1;53711.7846153846;173419.189615385;33037
12095;"-1";"-1";2490;"Balen";"Sportlaan 102";102;8;"kndgrdn";-1;-1;-1;-1;-1;206348.938285714;206025.960571429;13003
12096;"-1";"-1";8554;"Sint-Denijs";"Helkijnstraat 14 b";14;8;"kndgrdn";-1;-1;-1;-1;-1;79503.5734210526;165200.375263158;34042
12097;"-1";"-1";8970;"Poperinge";"Toekomststraat 7";7;8;"kndgrdn";-1;-1;-1;-1;-1;32428.2594736842;173385.232368421;33021
12098;"-1";"-1";9890;"Gavere";"Grenadierslaan 7";7;8;"kndgrdn";-1;-1;-1;-1;-1;101317.628285714;180156.771714286;44020
12099;"-1";"-1";2242;"Pulderbos";"Kapelstraat 15";15;8;"kndgrdn";-1;-1;-1;-1;-1;171168.0840625;210694.485625;11054
12100;"-1";"-1";8580;"Avelgem";"Ganzenhofstraat 32";32;8;"kndgrdn";-1;-1;-1;-1;-1;85290.3377777778;163104.08;34003
12101;"-1";"-1";3630;"Maasmechelen";"Toekomststraat 9";9;8;"kndgrdn";-1;-1;-1;-1;-1;243581.781346154;185002.391153846;73107
12102;"-1";"-1";9890;"Gavere";"Liefkenswegel 22";22;8;"kndgrdn";-1;-1;-1;-1;-1;101317.628285714;180156.771714286;44020
12103;"-1";"-1";8770;"Ingelmunster";"Krekelstraat 48";48;8;"kndgrdn";-1;-1;-1;-1;-1;72003.9275;179244.0025;36007
12104;"-1";"-1";9041;"Oostakker";"Christiaan Van Der Heydenlaan 25";25;8;"kndgrdn";-1;-1;-1;-1;-1;104006.249509804;194241.032941176;44021
12105;"-1";"-1";2240;"Viersel";"Herentalsebaan 133";133;8;"kndgrdn";-1;-1;-1;-1;-1;171168.0840625;210694.485625;11054
12106;"-1";"-1";2242;"Pulderbos";"Elzenstraat 50";50;8;"kndgrdn";-1;-1;-1;-1;-1;171168.0840625;210694.485625;11054
12107;"-1";"-1";3980;"Tessenderlo";"Ulfheide 8";8;8;"kndgrdn";-1;-1;-1;-1;-1;200165.2976;194541.8232;71057
12108;"-1";"-1";8800;"Roeselare";"Nijverheidsstraat 7";7;8;"kndgrdn";-1;-1;-1;-1;-1;30987.3375;186461.2235;38002
12109;"-1";"-1";3300;"Tienen";"Potstraat 29";29;8;"kndgrdn";-1;-1;-1;-1;-1;190254.58015873;166906.106031746;24107
12110;"-1";"-1";2400;"Mol";"St.-Ritastraat 5";5;8;"kndgrdn";-1;-1;-1;-1;-1;202574.763333333;210097.850714286;13025
12111;"-1";"-1";2910;"Essen";"Huybergsebaan 22";22;8;"kndgrdn";-1;-1;-1;-1;-1;156513.521428571;237865.846428571;11016
12112;"-1";"-1";3202;"Rillaar";"Roth 13";13;8;"kndgrdn";-1;-1;-1;-1;-1;184082.99775;186680.6595;24001
12113;"-1";"-1";1770;"Liedekerke";"Kleemputtenstraat 155";155;8;"kndgrdn";-1;-1;-1;-1;-1;130769.565;173001.577;23044
12114;"-1";"-1";3202;"Rillaar";"Langestraat 68";68;8;"kndgrdn";-1;-1;-1;-1;-1;184082.99775;186680.6595;24001
12115;"-1";"-1";3740;"Munsterbilzen";"Zangerheistraat 5";5;8;"kndgrdn";-1;-1;-1;-1;-1;231991.280985915;174245.066478873;73006
12116;"-1";"-1";9940;"Evergem";"Hulleken 30";30;8;"kndgrdn";-1;-1;-1;-1;-1;104751.966216216;204123.457297297;44019
12117;"-1";"-1";9310;"Meldert";"Faluitnjesstraat 67";67;8;"kndgrdn";-1;-1;-1;-1;-1;128174.046343284;181620.291791045;41002
12118;"-1";"-1";3730;"Hoeselt";"Overbosstraat 16";16;8;"kndgrdn";-1;-1;-1;-1;-1;227670.6176;171279.9116;73032
12119;"-1";"-1";8580;"Avelgem";"Driesstraat 109";109;8;"kndgrdn";-1;-1;-1;-1;-1;85290.3377777778;163104.08;34003
12120;"-1";"-1";1850;"Grimbergen";"Madeliefjesstraat 45 b";45;6;"kndgrdn";-1;-1;-1;-1;-1;150384.816862745;180683.664901961;23025
12121;"-1";"-1";3900;"Overpelt";"Ploegstraat 8";8;8;"kndgrdn";-1;-1;-1;-1;-1;222516.743125;211382.754375;72029
12122;"-1";"-1";3990;"Peer";"Driekoningenplein 14";14;8;"kndgrdn";-1;-1;-1;-1;-1;226226.3546875;202843.9821875;72030
12123;"-1";"-1";2610;"Wilrijk";"Kriekeboomlei 11";11;8;"kndgrdn";-1;-1;-1;-1;-1;152946.885756579;212574.057894737;11002
12124;"-1";"-1";8680;"Koekelare";"Sterrestraat 120";120;8;"kndgrdn";-1;-1;-1;-1;-1;51571.9105263158;198506.899473684;32010
12125;"-1";"-1";3060;"Korbeek-Dijle";"Ormendaal 11B";11;8;"kndgrdn";-1;-1;-1;-1;-1;166967.832941176;171521.706470588;24009
12126;"-1";"-1";3080;"Tervuren";"Edouard Hubertilaan 78";78;7;"kndgrdn";-1;-1;-1;-1;-1;161818.473888889;168536.100555556;24104
12127;"-1";"-1";9310;"Herdersem";"Kapelleommegang 9";9;8;"kndgrdn";-1;-1;-1;-1;-1;128174.046343284;181620.291791045;41002
12128;"-1";"-1";9140;"Temse";"Frans Smetstraat 53";53;8;"kndgrdn";-1;-1;-1;-1;-1;138670.978717949;202068.811282051;46025
12129;"-1";"-1";3650;"Dilsen";"Koeweerd 54";54;8;"kndgrdn";-1;-1;-1;-1;-1;244582.756136364;192437.689545455;72041
12130;"-1";"-1";3930;"Hamont";"Deken Dolsstraat 39";39;8;"kndgrdn";-1;-1;-1;-1;-1;229590.483888889;216921.198333333;72037
12131;"-1";"-1";1980;"Zemst";"Damstraat 146 b";146;8;"kndgrdn";-1;-1;-1;-1;-1;156981.975263158;185500.140789474;23096
12132;"-1";"-1";2310;"Rijkevorsel";"Potbergstraat 7";7;8;"kndgrdn";-1;-1;-1;-1;-1;177557.584736842;226352.594210526;13037
12133;"-1";"-1";2440;"Geel";"Mosselgoren 79";79;8;"kndgrdn";-1;-1;-1;-1;-1;192984.920185185;204993.92962963;13008
12134;"-1";"-1";2530;"Boechout";"Victor Heylenlei 4";4;8;"kndgrdn";-1;-1;-1;-1;-1;159954.505;206256.5035;11004
12135;"-1";"-1";2500;"Lier";"Stijn Streuvelslaan 22";22;8;"kndgrdn";-1;-1;-1;-1;-1;164122.030606061;202178.86969697;12021
12136;"-1";"-1";2620;"Hemiksem";"Gemeenteplaats 44";44;8;"kndgrdn";-1;-1;-1;-1;-1;148136.618;203501.215333333;11018
12137;"-1";"-1";2840;"Rumst";"Kleine Paepedaelen 4";4;8;"kndgrdn";-1;-1;-1;-1;-1;153165.4975;198127.56375;11037
12138;"-1";"-1";2850;"Boom";"Begoniastraat 30";30;8;"kndgrdn";-1;-1;-1;-1;-1;150353.842105263;198159.661052632;11005
12139;"-1";"-1";3740;"Rijkhoven";"Hofberg 11";11;8;"kndgrdn";-1;-1;-1;-1;-1;231991.280985915;174245.066478873;73006
12140;"-1";"-1";3090;"Overijse";"Cl_ment Vanophemstraat 112";112;8;"kndgrdn";-1;-1;-1;-1;-1;161081.129298246;162322.673157895;23062
12141;"-1";"-1";9800;"Grammene";"Kleiputstraat 5";5;8;"kndgrdn";-1;-1;-1;-1;-1;91121.4533333333;186906.286851852;44011
12142;"-1";"-1";2650;"Edegem";"Willem Kerricxstraat 29";29;4;"kndgrdn";-1;-1;-1;-1;-1;154686.97125;205430.3175;11013
12143;"-1";"-1";2800;"Mechelen";"Theo Blickxstraat 35";35;8;"kndgrdn";-1;-1;-1;-1;-1;157200.4477;190810.4149;12025
12144;"-1";"-1";2910;"Essen";"Den Uil 12";12;8;"kndgrdn";-1;-1;-1;-1;-1;156513.521428571;237865.846428571;11016
12145;"-1";"-1";9940;"Evergem";"Wippelgem Dorp 60";60;8;"kndgrdn";-1;-1;-1;-1;-1;104751.966216216;204123.457297297;44019
12146;"-1";"-1";2800;"Mechelen";"Battelsesteenweg 103";103;8;"kndgrdn";-1;-1;-1;-1;-1;157200.4477;190810.4149;12025
12147;"-1";"-1";9870;"Zulte";"Toverhoek 21";21;8;"kndgrdn";-1;-1;-1;-1;-1;86748.86;180946.089565217;44081
12148;"-1";"-1";9870;"Zulte";"Kerkstraat 52";52;8;"kndgrdn";-1;-1;-1;-1;-1;86748.86;180946.089565217;44081
12149;"-1";"-1";9040;"Sint-Amandsberg";"Camille D'havestraat 33";33;8;"kndgrdn";-1;-1;-1;-1;-1;104006.249509804;194241.032941176;44021
12150;"-1";"-1";9550;"Herzele";"Terbiest 6D";6;8;"kndgrdn";-1;-1;-1;-1;-1;116205.71547619;173861.053809524;41027
12151;"-1";"-1";9961;"Boekhoute";"Landweg 8";8;8;"kndgrdn";-1;-1;-1;-1;-1;104303.906842105;213635.931052632;43002
12152;"-1";"-1";8900;"Ieper";"Sint-Jacobsnieuwweg 15";15;8;"kndgrdn";-1;-1;-1;-1;-1;44946.1788709677;172829.491451613;33011
12153;"-1";"-1";8400;"Oostende";"Zandvoordestraat 486";486;8;"kndgrdn";-1;-1;-1;-1;-1;48625.4025714286;212763.466285714;35013
12154;"-1";"-1";3600;"Genk";"Meeenheide 51";51;8;"kndgrdn";-1;-1;-1;-1;-1;229412.180566038;185199.582830189;71016
12155;"-1";"-1";9420;"Burst";"Korteveldstraat 5";5;8;"kndgrdn";-1;-1;-1;-1;-1;120906.796271186;179497.04559322;41082
12156;"-1";"-1";8550;"Zwevegem";"Otegemstraat 207";207;8;"kndgrdn";-1;-1;-1;-1;-1;79503.5734210526;165200.375263158;34042
12157;"-1";"-1";8780;"Oostrozebeke";"Meulebeeksesteenweg 26";26;8;"kndgrdn";-1;-1;-1;-1;-1;77868.9454545455;180658.407272727;37010
12158;"-1";"-1";8200;"Sint-Andries";"Oorlogsvrijwilligerslaan 24";24;8;"kndgrdn";-1;-1;-1;-1;-1;69817.3656589147;213393.638217054;31005
12159;"-1";"-1";1080;"Sint-Jans-Molenbeek";"Celideestraat 11";11;8;"kndgrdn";-1;-1;-1;-1;-1;149789.183364486;172286.279439252;21004
12160;"-1";"-1";2850;"Boom";"Sint Pieterstraat 26";26;8;"kndgrdn";-1;-1;-1;-1;-1;150353.842105263;198159.661052632;11005
12161;"-1";"-1";2800;"Mechelen";"Polderstraat 55";55;8;"kndgrdn";-1;-1;-1;-1;-1;157200.4477;190810.4149;12025
12162;"-1";"-1";2180;"Ekeren";"Moretuslei 53 b";53;8;"kndgrdn";-1;-1;-1;-1;-1;152946.885756579;212574.057894737;11002
12163;"-1";"-1";8710;"Wielsbeke";"Eekhoutstraat 33";33;8;"kndgrdn";-1;-1;-1;-1;-1;79279.5765384615;178129.234615385;37017
12164;"-1";"-1";9400;"Denderwindeke";"Neuringen 13A";13;8;"kndgrdn";-1;-1;-1;-1;-1;124595.141590909;168779.511477273;41048
12165;"-1";"-1";8600;"Beerst";"Hendrik Consciencestraat 6 b";6;8;"kndgrdn";-1;-1;-1;-1;-1;43891.3747727273;193516.836136364;32003
12166;"-1";"-1";2440;"Geel";"Gooreindse Leunen 5";5;8;"kndgrdn";-1;-1;-1;-1;-1;192984.920185185;204993.92962963;13008
12167;"-1";"-1";8370;"Blankenberge";"Charles Huysstraat 72";72;8;"kndgrdn";-1;-1;-1;-1;-1;64013.5688888889;222875.68;31004
12168;"-1";"-1";2200;"Herentals";"Wuytsbergen 180";180;8;"kndgrdn";-1;-1;-1;-1;-1;182261.516764706;206321.299705882;13011
12169;"-1";"-1";2860;"Sint-Katelijne-Waver";"Parsivalstraat 25";25;8;"kndgrdn";-1;-1;-1;-1;-1;160828.492307692;194588.612307692;12035
12170;"-1";"-1";8780;"Oostrozebeke";"Stationsstraat 84";84;8;"kndgrdn";-1;-1;-1;-1;-1;77868.9454545455;180658.407272727;37010
12171;"-1";"-1";9700;"Oudenaarde";"Biesvijverstraat 17";17;8;"kndgrdn";-1;-1;-1;-1;-1;96828.2442105263;171445.720175439;45035
12172;"-1";"-1";9620;"Zottegem";"Tweekerkenstraat 54";54;8;"kndgrdn";-1;-1;-1;-1;-1;110820.225737705;173377.799344262;41081
12173;"-1";"-1";3680;"Neeroeteren";"Ziepstraat 31";31;7;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12174;"-1";"-1";3680;"Neeroeteren";"Drievekkenweg 76";76;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12175;"-1";"-1";3640;"Kessenich";"Bosstraatje 32";32;7;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12176;"-1";"-1";3680;"Maaseik";"Egidius De Vresestraat 6";6;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12177;"-1";"-1";3680;"Opoeteren";"Niesstraat 47";47;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12178;"-1";"-1";3680;"Maaseik";"Frederik Maldersstraat 24";24;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12179;"-1";"-1";3640;"Molenbeersel";"Fosheistraat 72";72;6;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12180;"-1";"-1";3680;"Maaseik";"Diestersteenweg 461";461;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12181;"-1";"-1";3640;"Kinrooi";"Sevensstraat 9";9;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12182;"-1";"-1";3640;"Kinrooi";"Luitestraat 16";16;6;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12183;"-1";"-1";3640;"Molenbeersel";"Greuwkensstraat 9";9;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12184;"-1";"-1";3680;"Neeroeteren";"Akkerstraat 12";12;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12185;"-1";"-1";3680;"Maaseik";"Venlosesteenweg 47";47;7;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12186;"-1";"-1";3680;"Opoeteren";"Smoutweg 2";2;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12187;"-1";"-1";3640;"Molenbeersel";"Enkestraat 60";60;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12188;"-1";"-1";3680;"Neeroeteren";"Zavelstraat 8";8;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12189;"-1";"-1";3680;"Neeroeteren";"Kinrooiersteenweg 32";32;7;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12190;"-1";"-1";3680;"Opoeteren";"Kabienstraat 49";49;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12191;"-1";"-1";3680;"Neeroeteren";"Grootrootplein 13";13;6;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12192;"-1";"-1";3640;"Kinrooi";"Hagerweg 4";4;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12193;"-1";"-1";3680;"Neeroeteren";"Opoeterseweg 26";26;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12194;"-1";"-1";3680;"Neeroeteren";"Wieersweg 71";71;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12195;"-1";"-1";3640;"Kessenich";"Molenwegske 2";2;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12196;"-1";"-1";3640;"Kessenich";"Meierstraat 18";18;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12197;"-1";"-1";3680;"Maaseik";"Heirweg 55";55;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12198;"-1";"-1";3680;"Opoeteren";"St.-Dionysiuskerkstraat 1";1;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12199;"-1";"-1";3640;"Kinrooi";"Leustraat 22";22;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12200;"-1";"-1";3680;"Opoeteren";"Houwstraat 112";112;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12201;"-1";"-1";3640;"Ophoven";"Heerweg 2";2;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12202;"-1";"-1";3640;"Kinrooi";"Binnenweg 65";65;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12203;"-1";"-1";3640;"Kinrooi";"Esserstraat 13";13;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12204;"-1";"-1";3680;"Maaseik";"Gasthuisveld 86";86;7;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12205;"-1";"-1";3640;"Kinrooi";"Landwaartsplein 8";8;6;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12206;"-1";"-1";3680;"Opoeteren";"Hoevenstraat 1";1;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12207;"-1";"-1";3640;"Molenbeersel";"Zagerijstraat 6";6;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12208;"-1";"-1";3680;"Opoeteren";"Eggestraat 24";24;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12209;"-1";"-1";3640;"Molenbeersel";"Oud Kevelaer 30";30;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12210;"-1";"-1";3680;"Neeroeteren";"Akkerstraat 40A";40;6;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12211;"-1";"-1";3680;"Maaseik";"Koningin Astridlaan 110";110;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12212;"-1";"-1";3680;"Opoeteren";"Neeroeterenstraat 91";91;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12213;"-1";"-1";3680;"Opoeteren";"Drie-Eikenstraat 53";53;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12214;"-1";"-1";3640;"Ophoven";"Bongertestraat 9";9;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12215;"-1";"-1";3640;"Ophoven";"Daalstraat 8B";8;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12216;"-1";"-1";3680;"Neeroeteren";"Kanaalstraat 67";67;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12217;"-1";"-1";3640;"Kessenich";"Heesstraat 56";56;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12218;"-1";"-1";3680;"Maaseik";"Weertersteenweg 208";208;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12219;"-1";"-1";3680;"Maaseik";"Kriekelsheuvelstraat 82";82;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12220;"-1";"-1";3680;"Neeroeteren";"Langerenstraat 32A";32;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12221;"-1";"-1";3640;"Ophoven";"Letterveld 47";47;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12222;"-1";"-1";3680;"Neeroeteren";"Oude Kerkweg 18";18;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12223;"-1";"-1";3680;"Neeroeteren";"Brugstraat 7";7;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12224;"-1";"-1";3680;"Maaseik";"Dornerstationsstraat 33";33;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12225;"-1";"-1";3680;"Neeroeteren";"Molenweg 63";63;8;"kndgrdn";-1;-1;-1;-1;-1;245103.776590909;198427.845909091;72021
12226;"-1";"-1";3640;"Kinrooi";"Hoogveldstraat 35";35;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12227;"-1";"-1";3640;"Kinrooi";"Oudekerkstraat 32";32;8;"kndgrdn";-1;-1;-1;-1;-1;248234.176363636;204923.240454545;72018
12228;"-1";"-1";8530;"Harelbeke";"Boekweitstraat 15";15;8;"kndgrdn";-1;-1;-1;-1;-1;75394.1206060606;172591.096363636;34013
12229;"-1";"-1";2820;"Bonheiden";"Roggemansstraat 3";3;8;"kndgrdn";-1;-1;-1;-1;-1;163812.0405;190191.099;12005
12230;"-1";"-1";8500;"Kortrijk";"Vlaanderenstraat 54";54;8;"kndgrdn";-1;-1;-1;-1;-1;71881.9708695652;167680.744608696;34022
12231;"-1";"-1";2800;"Mechelen";"Nachtegaalstraat 46";46;6;"kndgrdn";-1;-1;-1;-1;-1;157200.4477;190810.4149;12025
